ID,Month,Construction,Req_Finish_Fabrics,Fabric_Allowance,Rec_Beam_length(yds),Shrink_allow,act_shrink%,Previous_pdn,Req_grey_fabric,Req_beam_length(yds),Total_pdn_m/c,Rej_and_cut_Piece,Total_pdn_per_order,warp_count,weft_count,epi,ppi
SF-13191,July,40x40/120x90,3500,8.0,109.36,12.0,24.1038771,83,3804.347826,3953.111311,83.0,0,0,40,40,120,90
SF-13191,July,40x40/120x90,3500,8.0,109.36,12.0,na,,3804.347826,3953.111311,,0,0,40,40,120,90
SF-13191,July,40x40/120x90,3500,8.0,109.36,12.0,24.1038771,TOTAL,3804.347826,3953.111311,83.0,0,82,40,40,120,90
SF-13192,July,40x40/120x90,3500,8.0,109.36,12.0,21.36064375,86,3804.347826,3953.111311,86.0,0,0,40,40,120,90
SF-13192,July,40x40/120x90,3500,8.0,109.36,12.0,na,,3804.347826,3953.111311,,0,0,40,40,120,90
SF-13192,July,40x40/120x90,3500,8.0,109.36,12.0,21.36064375,TOTAL,3804.347826,3953.111311,86.0,0,89,40,40,120,90
SF-13193,July,50x40x/156x100,3500,8.0,147.636,12.0,20.75103633,117,3804.347826,3953.111311,117.0,0,0,50,40,156,100
SF-13193,July,50x40x/156x100,3500,8.0,147.636,12.0,na,,3804.347826,3953.111311,,0,0,50,40,156,100
SF-13193,July,50x40x/156x100,3500,8.0,147.636,12.0,20.75103633,TOTAL,3804.347826,3953.111311,117.0,2,121,50,40,156,100
SF-13194,July,30x30/120x70,3500,8.0,98.424,12.0,27.86312282,71,3804.347826,3953.111311,71.0,0,0,30,30,120,70
SF-13194,July,30x30/120x70,3500,8.0,98.424,12.0,na,,3804.347826,3953.111311,,0,0,30,30,120,70
SF-13194,July,30x30/120x70,3500,8.0,98.424,12.0,27.86312282,TOTAL,3804.347826,3953.111311,71.0,0,65,30,30,120,70
SF-13195,July,40x40/110x90,3500,8.0,98.424,12.0,28.87913517,70,3804.347826,3953.111311,70.0,0,0,40,40,110,90
SF-13195,July,40x40/110x90,3500,8.0,98.424,12.0,na,,3804.347826,3953.111311,,0,0,40,40,110,90
SF-13195,July,40x40/110x90,3500,8.0,98.424,12.0,28.87913517,TOTAL,3804.347826,3953.111311,70.0,0,68,40,40,110,90
SF-13197,July,40x40/100x70,3500,8.0,103.892,12.0,22.03442036,81,3804.347826,3953.111311,81.0,0,0,40,40,100,70
SF-13197,July,40x40/100x70,3500,8.0,103.892,12.0,na,,3804.347826,3953.111311,,0,0,40,40,100,70
SF-13197,July,40x40/100x70,3500,8.0,103.892,12.0,22.03442036,TOTAL,3804.347826,3953.111311,81.0,0,79,40,40,100,70
SF-13198,July,40x40/100x70,3500,8.0,109.36,12.0,24.1038771,83,3804.347826,3953.111311,83.0,0,0,40,40,100,70
SF-13198,July,40x40/100x70,3500,8.0,109.36,12.0,na,,3804.347826,3953.111311,,0,0,40,40,100,70
SF-13198,July,40x40/100x70,3500,8.0,109.36,12.0,24.1038771,TOTAL,3804.347826,3953.111311,83.0,0,82,40,40,100,70
SF-13205,July,40x40/110x70,3500,8.0,87.488,12.0,18.84601317,71,3804.347826,3953.111311,71.0,0,0,40,40,110,70
SF-13205,July,40x40/110x70,3500,8.0,87.488,12.0,na,,3804.347826,3953.111311,,0,0,40,40,110,70
SF-13205,July,40x40/110x70,3500,8.0,87.488,12.0,18.84601317,TOTAL,3804.347826,3953.111311,71.0,0,70,40,40,110,70
SF-13189,July,40x40/110x90,3500,8.0,138.8872,12.0,31.59916825,95,3804.347826,3953.111311,95.0,0,0,40,40,110,90
SF-13189,July,40x40/110x90,3500,8.0,138.8872,12.0,na,,3804.347826,3953.111311,,0,0,40,40,110,90
SF-13189,July,40x40/110x90,3500,8.0,138.8872,12.0,31.59916825,TOTAL,3804.347826,3953.111311,95.0,0,95,40,40,110,90
13136-7,July,40x40/120x80,1800,8.1,2285.624,14.0,17.92175791,1876,1958.650707,2082.572076,1876.0,0,0,40,40,120,80
13136-7,July,40x40/120x80,1800,8.1,2285.624,14.0,na,,1958.650707,2082.572076,,0,0,40,40,120,80
13136-7,July,40x40/120x80,1800,8.1,2285.624,14.0,17.92175791,TOTAL,1958.650707,2082.572076,1876.0,10,1977,40,40,120,80
13136-8,July,40x40/120x80,1800,8.1,2258.284,14.0,12.80990345,1969,1958.650707,2082.572076,1969.0,0,0,40,40,120,80
13136-8,July,40x40/120x80,1800,8.1,2258.284,14.0,na,,1958.650707,2082.572076,,0,0,40,40,120,80
13136-8,July,40x40/120x80,1800,8.1,2258.284,14.0,12.80990345,TOTAL,1958.650707,2082.572076,1969.0,7,1889,40,40,120,80
13136-9,July,40x40/120x80,1800,8.1,2269.22,14.0,17.06401319,1882,1958.650707,2082.572076,1882.0,0,0,40,40,120,80
13136-9,July,40x40/120x80,1800,8.1,2269.22,14.0,na,,1958.650707,2082.572076,,0,0,40,40,120,80
13136-9,July,40x40/120x80,1800,8.1,2269.22,14.0,17.06401319,TOTAL,1958.650707,2082.572076,1882.0,32,1971,40,40,120,80
13136-12,July,40x60/130x90,1800,9.1,2252.816,13.5,17.48105482,1859,1980.19802,2093.31224,1859.0,0,0,40,60,130,90
13136-12,July,40x60/130x90,1800,9.1,2252.816,13.5,na,,1980.19802,2093.31224,,0,0,40,60,130,90
13136-12,July,40x60/130x90,1800,9.1,2252.816,13.5,17.48105482,TOTAL,1980.19802,2093.31224,1859.0,14,1946,40,60,130,90
13148-1(A),July,40x40/120x70,600,11.0,765.52,15.0,17.96425959,628,674.1573034,725.2434521,628.0,0,0,40,40,120,70
13148-1(A),July,40x40/120x70,600,11.0,765.52,15.0,na,,674.1573034,725.2434521,,0,0,40,40,120,70
13148-1(A),July,40x40/120x70,600,11.0,765.52,15.0,17.96425959,TOTAL,674.1573034,725.2434521,628.0,47,641,40,40,120,70
13148-8,July,40x60/130x90,4000,8.1,1531.04,12.0,17.50705403,1263,4352.557127,4522.757539,1263.0,0,0,40,60,130,90
13148-8,July,40x60/130x90,4000,8.1,2788.68,12.0,18.27674742,2279,4352.557127,4522.757539,2279.0,0,0,40,60,130,90
13148-8,July,40x60/130x90,4000,8.1,727.244,12.0,18.18426828,595,4352.557127,4522.757539,595.0,0,0,40,60,130,90
13148-8,July,40x60/130x90,4000,8.1,5046.964,12.0,18.02992849,TOTAL,4352.557127,4522.757539,4137.0,62,4362,40,60,130,90
13148-9,July,40x60/130x90,4000,8.0,1312.32,12.1,18.54120946,1069,4347.826087,4522.98125,1069.0,0,0,40,60,130,90
13148-9(A),July,40x60/130x90,450,14.0,546.8,16.0,20.81199707,433,523.255814,569.6082553,433.0,0,0,40,60,130,90
13148-9(A),July,40x60/130x90,450,14.0,2209.072,16.0,16.34496295,1848,523.255814,569.6082553,1848.0,0,0,40,60,130,90
13148-9(A),July,40x60/130x90,450,14.0,535.864,16.0,20.31560247,427,523.255814,569.6082553,427.0,0,0,40,60,130,90
13148-9(A),July,40x60/130x90,450,14.0,858.476,16.0,20.09095187,686,523.255814,569.6082553,686.0,0,0,40,60,130,90
13148-9(A),July,40x60/130x90,450,14.0,5462.532,16.0,18.29796146,TOTAL,523.255814,569.6082553,4463.0,82,4683,40,60,130,90
13148-11(A),July,50x50/140x90,430,14.0,568.672,18.2,20.16487536,454,500.0,558.931002,454.0,0,0,50,50,140,90
13148-11(A),July,50x50/140x90,430,14.0,568.672,18.2,na,,500.0,558.931002,,0,0,50,50,140,90
13148-11(A),July,50x50/140x90,430,14.0,568.672,18.2,20.16487536,TOTAL,500.0,558.931002,454.0,29,459,50,50,140,90
13148-13,July,40x40/130x80,4300,8.1,2405.92,14.1,16.99640886,1997,4678.998912,4980.82495,1997.0,0,0,40,40,130,80
13148-13A,July,40x40/130x80,400,14.0,530.396,19.0,19.68265221,426,465.1162791,525.0709843,426.0,0,0,40,40,130,80
13148-13A,July,40x40/130x80,400,14.0,699.904,19.0,19.84615033,561,465.1162791,525.0709843,561.0,0,0,40,40,130,80
13148-13A,July,40x40/130x80,400,14.0,721.776,19.0,22.13650773,562,465.1162791,525.0709843,562.0,0,0,40,40,130,80
13148-13A,July,40x40/130x80,400,14.0,1607.592,19.0,20.25339763,1282,465.1162791,525.0709843,1282.0,0,0,40,40,130,80
13148-13A,July,40x40/130x80,400,14.0,5965.588,19.0,19.06916804,TOTAL,465.1162791,525.0709843,4828.0,140,5034,40,40,130,80
13148-14,July,40x40/130x80,7200,8.0,2843.36,14.0,16.96443644,2361,7826.086957,8321.233643,2361.0,0,0,40,40,130,80
13148-14(A),July,40x40/130x80,1750,9.4,2274.688,15.3,18.71412695,1849,1931.567329,2085.297099,1849.0,0,0,40,40,130,80
13148-14(A),July,40x40/130x80,1750,9.4,1673.208,15.3,17.04557951,1388,1931.567329,2085.297099,1388.0,0,0,40,40,130,80
13148-14(A),July,40x40/130x80,1750,9.4,2985.528,15.3,16.16223328,2503,1931.567329,2085.297099,2503.0,0,0,40,40,130,80
13148-14(A),July,40x40/130x80,1750,9.4,1640.4,15.3,13.06998293,1426,1931.567329,2085.297099,1426.0,0,0,40,40,130,80
13148-14(A),July,40x40/130x80,1750,9.4,11417.184,15.3,16.55560601,TOTAL,1931.567329,2085.297099,9527.0,266,9782,40,40,130,80
13148-15,July,40x40/130x80,7100,8.0,3499.52,14.0,18.67456108,2846,7717.391304,8205.660954,2846.0,0,0,40,40,130,80
13148-15,July,40x40/130x80,7100,8.0,3466.712,14.0,17.99145703,2843,7717.391304,8205.660954,2843.0,0,0,40,40,130,80
13148-15,July,40x40/130x80,7100,8.0,2055.968,14.0,14.29827702,1762,7717.391304,8205.660954,1762.0,0,0,40,40,130,80
13148-15,July,40x40/130x80,7100,8.0,9022.2,14.0,17.41482122,TOTAL,7717.391304,8205.660954,7451.0,60,7706,40,40,130,80
13148-16,July,40x40/130x80,4000,8.0,2624.64,14.0,18.12210436,2149,4347.826087,4622.90758,2149.0,0,0,40,40,130,80
13148-16,July,40x40/130x80,4000,8.0,2460.6,14.0,17.17467284,2038,4347.826087,4622.90758,2038.0,0,0,40,40,130,80
13148-16,July,40x40/130x80,4000,8.0,5085.24,14.0,17.66366976,TOTAL,4347.826087,4622.90758,4187.0,31,4390,40,40,130,80
13152-5,July,40x40/130x80,2600,8.1,3317.9824,14.0,18.02247052,2720,2829.162133,3008.159665,2720.0,0,0,40,40,130,80
13152-5,July,40x40/130x80,2600,8.1,3317.9824,14.0,na,,2829.162133,3008.159665,,0,0,40,40,130,80
13152-5,July,40x40/130x80,2600,8.1,3317.9824,14.0,18.02247052,TOTAL,2829.162133,3008.159665,2720.0,4,2772,40,40,130,80
13152-7,July,40x40/130x80,2300,8.0,2843.36,12.1,10.00084407,2559,2500.0,2600.714219,2559.0,0,0,40,40,130,80
13152-7(A),July,40x40/130x80,165,22.0,196.848,23.0,18.21100545,161,211.5384615,251.2118459,161.0,0,0,40,40,130,80
13152-7(A),July,40x40/130x80,165,22.0,3040.208,23.0,10.53243725,TOTAL,211.5384615,251.2118459,2720.0,196,2758,40,40,130,80
13154-1,July,40x40/120x90,3550,8.0,2236.412,14.6,14.5953429,1910,3858.695652,4131.655984,1910.0,0,0,40,40,120,90
13154-1,July,40x40/120x90,3550,8.0,2296.56,14.6,13.78409447,1980,3858.695652,4131.655984,1980.0,0,0,40,40,120,90
13154-1,July,40x40/120x90,3550,8.0,4532.972,14.6,14.18433646,TOTAL,3858.695652,4131.655984,3890.0,22,3909,40,40,120,90
13162-1(A),July,40x40/130x80,440,13.0,596.012,19.0,19.29692691,481,505.7471264,570.9392542,481.0,0,0,40,40,130,80
13162-1(A),July,40x40/130x80,440,13.0,596.012,19.0,na,,505.7471264,570.9392542,,0,0,40,40,130,80
13162-1(A),July,40x40/130x80,440,13.0,596.012,19.0,19.29692691,TOTAL,505.7471264,570.9392542,481.0,8,446,40,40,130,80
13162-3,July,40x40/130x80,1300,10.0,1684.144,16.0,17.999886,1381,1444.444444,1572.400073,1381.0,0,0,40,40,130,80
13162-3(A),July,40x40/130x80,125,27.0,196.848,25.6,36.49922783,125,171.2328767,210.4532882,125.0,0,0,40,40,130,80
13162-3(A),July,40x40/130x80,125,27.0,1880.992,25.6,19.93586363,TOTAL,171.2328767,210.4532882,1506.0,31,1531,40,40,130,80
12162-5,July,40x40/130x80,1300,10.0,1684.144,16.0,53.09189713,790,1444.444444,1572.400073,790.0,0,0,40,40,130,80
13162-5(A),July,40x40/130x80,180,22.0,251.528,23.0,22.87140994,194,230.7692308,274.0492865,194.0,0,0,40,40,130,80
13162-5(A),July,40x40/130x80,180,22.0,0.0,23.0,na,317,230.7692308,274.0492865,317.0,0,0,40,40,130,80
13162-5(A),July,40x40/130x80,180,22.0,0.0,23.0,na,306,230.7692308,274.0492865,306.0,0,0,40,40,130,80
13162-5(A),July,40x40/130x80,180,22.0,1935.672,23.0,16.97973624,TOTAL,230.7692308,274.0492865,1607.0,139,1535,40,40,130,80
13162-6,July,40x40/110x70,2750,7.0,1749.76,13.6,11.7021763,1545,2956.989247,3129.518342,1545.0,0,0,40,40,110,70
13162-6(A),July,40x40/110x70,450,12.5,590.544,18.2,18.54967623,481,514.2857143,574.9004592,481.0,0,0,40,40,110,70
13162-6(A),July,40x40/110x70,450,12.5,1667.74,18.2,18.57243935,1358,514.2857143,574.9004592,1358.0,0,0,40,40,110,70
13162-6(A),July,40x40/110x70,450,12.5,4008.044,18.2,15.56978915,TOTAL,514.2857143,574.9004592,3384.0,124,3399,40,40,110,70
13162-7,July,40x40/130x80,2750,8.0,1749.76,14.0,64.10936357,628,2989.130435,3178.248961,628.0,0,0,40,40,130,80
13162-7(A),July,40x40/130x80,900,10.8,0.0,16.2,na,853,1008.96861,1100.969112,853.0,0,0,40,40,130,80
13162-7(A),July,40x40/130x80,900,10.8,1181.088,16.2,16.34831613,988,1008.96861,1100.969112,988.0,0,0,40,40,130,80
13162-7(A),July,40x40/130x80,900,10.8,1749.76,16.2,19.98902707,1400,1008.96861,1100.969112,1400.0,0,0,40,40,130,80
13162-7(A),July,40x40/130x80,900,10.8,4680.608,16.2,17.33979859,TOTAL,1008.96861,1100.969112,3869.0,123,3991,40,40,130,80
13165-1,July,40x50/130x80,2150,8.2,2679.32,13.4,16.13543735,2247,2342.04793,2472.973059,2247.0,0,0,40,50,130,80
13165-1,July,40x50/130x80,2150,8.2,2679.32,13.4,na,,2342.04793,2472.973059,,0,0,40,50,130,80
13165-1,July,40x50/130x80,2150,8.2,2679.32,13.4,16.13543735,TOTAL,2342.04793,2472.973059,2247.0,39,2334,40,50,130,80
13165-2,July,40x50/130x80,1200,9.8,1552.912,15.0,18.66892651,1263,1330.37694,1431.189961,1263.0,0,0,40,50,130,80
13165-2,July,40x50/130x80,1200,9.8,0.0,15.0,na,30,1330.37694,1431.189961,30.0,0,0,40,50,130,80
13165-2,July,40x50/130x80,1200,9.8,1552.912,15.0,16.73707203,TOTAL,1330.37694,1431.189961,1293.0,13,1285,40,50,130,80
13165-4,July,40x40/120x80,2500,7.8,3138.632,13.0,16.17367057,2631,2711.496746,2849.911235,2631.0,0,0,40,40,120,80
13165-4,July,40x40/120x80,2500,7.8,3138.632,13.0,na,,2711.496746,2849.911235,,0,0,40,40,120,80
13165-4,July,40x40/120x80,2500,7.8,3138.632,13.0,16.17367057,TOTAL,2711.496746,2849.911235,2631.0,16,2520,40,40,120,80
13165-8,July,40x40/120x80,2000,7.8,2504.344,13.4,17.34362372,2070,2169.197397,2290.459838,2070.0,0,0,40,40,120,80
13165-8,July,40x40/120x80,2000,7.8,2504.344,13.4,na,,2169.197397,2290.459838,,0,0,40,40,120,80
13165-8,July,40x40/120x80,2000,7.8,2504.344,13.4,17.34362372,TOTAL,2169.197397,2290.459838,2070.0,37,2144,40,40,120,80
13165-9,July,40x50/130x80,1900,8.9,2405.92,14.3,18.74210281,1955,2085.620198,2225.337572,1955.0,0,0,40,50,130,80
13165-9,July,40x50/130x80,1900,8.9,2405.92,14.3,na,,2085.620198,2225.337572,,0,0,40,50,130,80
13165-9,July,40x50/130x80,1900,8.9,2405.92,14.3,18.74210281,TOTAL,2085.620198,2225.337572,1955.0,48,2108,40,50,130,80
