ID,Month,Construction,Req_Finish_Fabrics,Fabric_Allowance,Rec_Beam_length(yds),Shrink_allow,act_shrink%,Previous_pdn,Req_grey_fabric,Req_beam_length(yds),Total_pdn_m/c,Rej_and_cut_Piece,Total_pdn_per_order,warp_count,weft_count,epi,ppi
13144-2,June,40x40/110x90,1750,7.0,2318.432,14.0,13.26034147,2011,1881.72043,2000.774517,2011.0,0,0,40,40,110,90
13144-2,June,40x40/110x90,1750,7.0,2734.0,14.0,13.9722019,2352,1881.72043,2000.774517,2352.0,0,0,40,40,110,90
13144-2,June,40x40/110x90,1750,7.0,1782.568,14.0,11.98091742,1569,1881.72043,2000.774517,1569.0,0,0,40,40,110,90
13144-2,June,40x40/110x90,1750,7.0,1968.48,14.0,16.83938877,1637,1881.72043,2000.774517,1637.0,0,0,40,40,110,90
13144-2,June,40x40/110x90,1750,7.0,2734.0,14.0,17.19092904,2264,1881.72043,2000.774517,2264.0,0,0,40,40,110,90
13144-2,June,40x40/110x90,1750,7.0,2734.0,14.0,18.10534016,2239,1881.72043,2000.774517,2239.0,0,0,40,40,110,90
13144-2,June,40x40/110x90,1750,7.0,2515.28,14.0,16.11271906,2110,1881.72043,2000.774517,2110.0,0,0,40,40,110,90
13144-2,June,40x40/110x90,1750,7.0,2515.28,14.0,17.1464012,2084,1881.72043,2000.774517,2084.0,0,0,40,40,110,90
13144-2,June,40x40/110x90,1750,7.0,1831.78,14.0,17.62111171,1509,1881.72043,2000.774517,1509.0,0,0,40,40,110,90
13144-2,June,40x40/110x90,1750,7.0,2045.032,14.0,16.28492855,1712,1881.72043,2000.774517,1712.0,0,0,40,40,110,90
13144-2,June,40x40/110x90,1750,7.0,2515.28,14.0,16.51028911,2100,1881.72043,2000.774517,2100.0,0,0,40,40,110,90
13144-2,June,40x40/110x90,1750,7.0,1640.4,14.0,16.66666667,1367,1881.72043,2000.774517,1367.0,0,0,40,40,110,90
13144-2,June,40x40/110x90,1750,7.0,1968.48,14.0,16.33138259,1647,1881.72043,2000.774517,1647.0,0,0,40,40,110,90
13144-2,June,40x40/110x90,1750,7.0,1771.632,14.0,13.13094367,1539,1881.72043,2000.774517,1539.0,0,0,40,40,110,90
13144-2,June,40x40/110x90,1750,7.0,688.968,14.0,20.89618095,545,1881.72043,2000.774517,545.0,0,0,40,40,110,90
13144-2,June,40x40/110x90,1750,7.0,3477.648,14.0,16.32275607,2910,1881.72043,2000.774517,2910.0,0,0,40,40,110,90
